video_id	公開日	尺秒	チャンネル	題名	判定理由	URL
ZrSd-MWEC4A	20220530	613	MrBlack	GOPRO Most asked questions on the internet	POV語(題名)	https://www.youtube.com/watch?v=ZrSd-MWEC4A
9mrhCU3T4ok	20220530	1902	Just Drive POV	2023 Hyundai Palisade 3 8GDi FWD POV test drive	POV語(題名)	https://www.youtube.com/watch?v=9mrhCU3T4ok
6xkeCikaUg8	20220530	640	GoPro	GoPro: Moto Roadtrip Through Morocco | Culture, Cameras, + Core Memories	POV語(題名)	https://www.youtube.com/watch?v=6xkeCikaUg8
LrzhUMsViYI	20220529	1305	TheTopher	2022 BMW iX xDrive50 - POV First Impressions (Night Drive)	POV語(題名)	https://www.youtube.com/watch?v=LrzhUMsViYI
fnL_zWDJLwk	20220528	481	TUBERIDES	Wave Island Water Park in France - Water Slides GoPro POV	POV語(題名)	https://www.youtube.com/watch?v=fnL_zWDJLwk
40xZVEFVBuE	20220528	3418	Seoul Walker	Night Driving Seoul City | Gangnam and Expressway with Chill Lofi Hiphop Beats POV 4K HDR	POV語(題名)	https://www.youtube.com/watch?v=40xZVEFVBuE
903Sqwb-wtE	20220524	514	The Bat Aur Ball	Tushar Batsman Helmet Cam Cricket View ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=903Sqwb-wtE
kRLj6IYUJdo	20220520	825	TheTopher	2023 Nissan Z Performance: 6-Speed Manual vs. 9-Speed Automatic - POV Track Test	POV語(題名)	https://www.youtube.com/watch?v=kRLj6IYUJdo
99ryMHWuhtM	20220520	416	GoPro	GoPro Awards: Mt. Everest Expedition | Summiting the Tallest Mountain on Earth	POV語(題名)	https://www.youtube.com/watch?v=99ryMHWuhtM
ompASJINfiE	20220519	1152	TheTopher	2022 Land Rover Defender V8 (2-Door) - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=ompASJINfiE
mk4GmSGLl_s	20220519	534	The Bat Aur Ball	Amazing 5 Wicket Spell by Left Arm Spinner ! GoPro Wicket Keeper POV ! Tushar	POV語(題名)	https://www.youtube.com/watch?v=mk4GmSGLl_s
8rdE5veikpE	20220519	487	Marching Vlogs	Pulse Percussion 2022 Synth Cam - WGI Finals Week	楽器×カメラ(概要欄)	https://www.youtube.com/watch?v=8rdE5veikpE
pZ56hRVqXnA	20220518	1470	TheTopher	2022 Volkswagen Golf R (6-Speed Manual) - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=pZ56hRVqXnA
tsHkgtnpTlI	20220518	498	The Bat Aur Ball	Batsman Helmet Camera Cricket View ! Tushar Excellent Knock T20	POV語(題名)	https://www.youtube.com/watch?v=tsHkgtnpTlI
eDefsNwfWl0	20220518	325	Omanta Scuba Diving Academy	Lucky Dive Day / Omanta Scuba Diving Academy /Gopro Hero10	POV語(題名)	https://www.youtube.com/watch?v=eDefsNwfWl0
V95ah6MM1MM	20220518	517	Marching Vlogs	GMU 2022 Snare Cam - WGI Finals Week - Kennan Spencer	POV語(概要欄)	https://www.youtube.com/watch?v=V95ah6MM1MM
nHg1aJYCUMM	20220518	2075	Just Drive POV	2021 Audi S4 TFSI POV test drive	POV語(題名)	https://www.youtube.com/watch?v=nHg1aJYCUMM
k4y_Ls9snYw	20220516	522	The Bat Aur Ball	GoPro Batsman Helmet Cam Cricket View ! Cricket Match Highlights ! Tushar Cricket Vlog	POV語(題名)	https://www.youtube.com/watch?v=k4y_Ls9snYw
9_1xgP4G-W0	20220516	352	Surfing With Noz	POV SURFING DEEP BLUE! (RAW)	POV語(題名)	https://www.youtube.com/watch?v=9_1xgP4G-W0
Cft3ku-u_Tk	20220516	525	JUN10R14	4 Goals GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=Cft3ku-u_Tk
gtwet2z2304	20220515	689	TheTopher	2022 Subaru BRZ vs. 2022 BMW 230i - POV Drag Race	POV語(題名)	https://www.youtube.com/watch?v=gtwet2z2304
JtHq7Zx9R9I	20220515	612	Surfing With Noz	How To Frontside Air Reverse | The ULTIMATE Tutorial (POV Footage + Skate Simulation)	POV語(題名)	https://www.youtube.com/watch?v=JtHq7Zx9R9I
aCaPFlbQfms	20220513	1212	TheTopher	2022 BMW i4 M50 - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=aCaPFlbQfms
TGd_fPtoxII	20220513	320	MrBlack	Cool GoPro tips for beginners 🤔	POV語(題名)	https://www.youtube.com/watch?v=TGd_fPtoxII
H_EDa-J1F9Y	20220512	842	Tsubame Planning（吹奏楽・マーチングチャンネル）	2022.05.04 精華女子高等学校吹奏楽部／博多どんたく港まつり（2日目）パレード（Goproバージョン）（博多どんたく2022）	POV語(題名)	https://www.youtube.com/watch?v=H_EDa-J1F9Y
ZlB7Ip1AvCs	20220512	1278	TheTopher	2019 Tesla Model X Standard Range - POV First Impressions	POV語(題名)	https://www.youtube.com/watch?v=ZlB7Ip1AvCs
Rr7ceh62AAg	20220512	1113	Just Drive POV	2022 Hyundai Elantra hybrid POV test drive	POV語(題名)	https://www.youtube.com/watch?v=Rr7ceh62AAg
ziKbCjWQGM8	20220512	439	Andy Nguyen	River City Rhythm 2022 - Finals Vibe Cam - Andy Nguyen	楽器×カメラ(題名)	https://www.youtube.com/watch?v=ziKbCjWQGM8
CCUM0Oo1A_Y	20220511	704	GoPro	GoPro: Impermanence | Rafting the Grand Canyon	POV語(題名)	https://www.youtube.com/watch?v=CCUM0Oo1A_Y
7VWcnoVGAWM	20220510	450	Marching Vlogs	United Percussion 2022 Vibe Cam - Andrew Kanzler	楽器×カメラ(題名)	https://www.youtube.com/watch?v=7VWcnoVGAWM
XCX82YARvVs	20220506	658	TheTopher	Modified 2017 Chevrolet Camaro SS Convertible - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=XCX82YARvVs
yiwzU75BPMA	20220506	517	The Bat Aur Ball	Power Hitting by Prince Nagar ! T 20 Target 172 ! Wicket Keeper Helmet Camera View	POV語(題名)	https://www.youtube.com/watch?v=yiwzU75BPMA
3P5LNToTMiY	20220505	564	The Bat Aur Ball	My 1st Half Century with GoPro ! Batsman Helmet Camera Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=3P5LNToTMiY
_i7ALg_rOco	20220504	514	Zach Shaw	Infinity 2022 Xylo Headcam	POV語(題名)	https://www.youtube.com/watch?v=_i7ALg_rOco
ibdV0yjQnTw	20220504	864	TheTopher	1968 Chevrolet Camaro - POV Quick Drive	POV語(題名)	https://www.youtube.com/watch?v=ibdV0yjQnTw
nQ5Nl4bOz08	20220504	517	The Bat Aur Ball	Spinner Made Team Comeback ! GoPro Wicket Keeper 1st Inning Highlights	POV語(題名)	https://www.youtube.com/watch?v=nQ5Nl4bOz08
DWlw9FyBmJQ	20220504	476	JUN10R14	TRIAGE... STOP THE BLEEDING!!! GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=DWlw9FyBmJQ
4lcpfnMKu-8	20220503	496	Zach Shaw	Infinity 2022 Marimba Headcam - Nolan Vild	POV語(題名)	https://www.youtube.com/watch?v=4lcpfnMKu-8
QEN7u7ZYrTo	20220503	825	TheTopher	2022 Hyundai Kona N Line AWD - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=QEN7u7ZYrTo
sOgRZluSM94	20220503	351	The Bat Aur Ball	Himanshu Batsman Helmet Cam POV ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=sOgRZluSM94
wPI88H6-fXw	20220503	480	Pratik Kadam	LAKE 22 HIKE 4K | Hidden Lake | Mt. Baker | North Cascades | Washington | GoPro HERO10 | DJI mini 2	POV語(題名)	https://www.youtube.com/watch?v=wPI88H6-fXw
c1LXnjOxHEU	20220502	471	Marching Vlogs	Pulse Percussion 2022  Bass Cam - WGI Finals Week - Jacob Wetzel	楽器×カメラ(概要欄)	https://www.youtube.com/watch?v=c1LXnjOxHEU
OyWJjAB2exo	20220502	1694	Just Drive POV	2022 BMW M340i POV night drive	POV語(題名)	https://www.youtube.com/watch?v=OyWJjAB2exo
DMbt5t4xAHM	20220501	1631	Just Drive POV	2022 Chevrolet Tahoe POV test drive	POV語(題名)	https://www.youtube.com/watch?v=DMbt5t4xAHM
YNRz40c2_cQ	20220501	456	JUN10R14	Game Ends In Ejection?? GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=YNRz40c2_cQ
CJucwwy3Bgo	20220429	689	SEAN McLaren P	2021 Mercedes-AMG G63 POV Sunrise Drive	POV語(題名)	https://www.youtube.com/watch?v=CJucwwy3Bgo
p9cdK1i7jk0	20220429	437	Marching Vlogs	Monarch Independent 2022 - Snare Cam - WGI Finals Week - Joshua Dickson	楽器×カメラ(題名)	https://www.youtube.com/watch?v=p9cdK1i7jk0
R-fiOX6wS4g	20220429	424	Eric Day	"Blue Knights Percussion Ensemble 2022 ""Broken"" Marimba Head Cam - Eric Day"	POV語(題名)	https://www.youtube.com/watch?v=R-fiOX6wS4g
YNzDcGZbn6U	20220428	885	Coaster Studios	Our Insane Day at Six Flags Great Adventure! Backstage Tours, POV's, & More! April 2022 Vlog	POV語(題名)	https://www.youtube.com/watch?v=YNzDcGZbn6U
_E4rj8VOt08	20220427	603	The Bat Aur Ball	177 Run Chase Highlights ! Wicket Keeper Helmet Camera Cricket View	POV語(題名)	https://www.youtube.com/watch?v=_E4rj8VOt08
_J7zbgGlYFU	20220426	2108	TheTopher	2022 Ford Maverick AWD XLT vs. Hyundai Santa Cruz 2.5T Limited - POV Comparison	POV語(題名)	https://www.youtube.com/watch?v=_J7zbgGlYFU
VS7umWYFbqM	20220426	511	The Bat Aur Ball	GoPro 176 Runs Highlights ! Helmet Camera Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=VS7umWYFbqM
FOc3zI66f4U	20220426	379	Connor Flanagan	Bellbrook Highschool Indoor Percussion 2022 Cymbal Headcam- Rya Crocker	POV語(題名)	https://www.youtube.com/watch?v=FOc3zI66f4U
atPk-Shp1uU	20220425	684	TheTopher	2022 Hyundai Ioniq 5 EV - POV Quick Drive	POV語(題名)	https://www.youtube.com/watch?v=atPk-Shp1uU
TqEc5MleoOY	20220425	393	Paxton Krafft	Resistance Indoor Percussion 2022 Snare Cam - Paxton Krafft	楽器×カメラ(題名)	https://www.youtube.com/watch?v=TqEc5MleoOY
noG2cVLfnzk	20220425	464	Marching Vlogs	Pulse Percussion 2022 Marimba Cam - WGI Finals Week - Marlon Blair	POV語(概要欄)	https://www.youtube.com/watch?v=noG2cVLfnzk
Kan8FueuX4g	20220423	1615	TheTopher	2022 Lexus RC 350 F Sport AWD - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=Kan8FueuX4g
cirRObkA5O8	20220423	365	Surfing With Noz	POV SURFING LONG EMPTY WAVES! (RAW)	POV語(題名)	https://www.youtube.com/watch?v=cirRObkA5O8
NoY0fzuEIXI	20220423	972	FP Driving	2017 Volvo V90 2.0 T6 AT AWD - POV TEST DRIVE	POV語(題名)	https://www.youtube.com/watch?v=NoY0fzuEIXI
_jaYXZcMF_Y	20220422	1285	TheTopher	2017 Ford Fiesta ST (straight piped) - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=_jaYXZcMF_Y
xsaEF52pksQ	20220422	692	GoPro	GoPro Cause: Protecting Millions of Sea Turtles with WILDCOAST | Kindhumans	POV語(題名)	https://www.youtube.com/watch?v=xsaEF52pksQ
q-lO9H98D0k	20220421	365	Connor Flanagan	Bellbrook Highschool Indoor Percussion 2022 Tenors Headcam- Luna Post	POV語(題名)	https://www.youtube.com/watch?v=q-lO9H98D0k
hPp_SuIjuOg	20220419	312	MrBlack	FIX GoPro Light Flicker.. Plus more cool tips !!!	POV語(題名)	https://www.youtube.com/watch?v=hPp_SuIjuOg
nwlVDUzdkco	20220417	1795	Just Drive POV	2022 Genesis electrified GV70 POV test drive boost up	POV語(題名)	https://www.youtube.com/watch?v=nwlVDUzdkco
AlcnWMcASvY	20220416	484	JUN10R14	I Hit Back… GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=AlcnWMcASvY
mrktYHIDv2M	20220413	1877	TheTopher	2023 Toyota bZ4X All-Electric SUV (FWD Limited) - POV First Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=mrktYHIDv2M
xG0024Fi_Zk	20220410	756	Tsubame Planning（吹奏楽・マーチングチャンネル）	2022.04.10 早稲田摂陵高等学校ウィンドバンド／第58回清和源氏まつり（Goproバージョン）	POV語(題名)	https://www.youtube.com/watch?v=xG0024Fi_Zk
KxPlb4BotiY	20220407	1284	TheTopher	2007 BMW 335i Convertible - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=KxPlb4BotiY
M5VtJm29Zho	20220407	692	The Bat Aur Ball	Dizzy SPIN Bowling Attack ! GoPro Wicket Camera Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=M5VtJm29Zho
SHcSHpsjedc	20220406	852	TheTopher	The 2.7L V6 Ford Bronco Sounds GREAT with an Exhaust! - MRT Axle-back POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=SHcSHpsjedc
j_Z8shMCink	20220405	657	The Bat Aur Ball	Thats Why Helmet is Must ! GoPro Cricket Match Highlights	POV語(題名)	https://www.youtube.com/watch?v=j_Z8shMCink
dBnfWn65nl8	20220402	607	TheTopher	2023 Toyota GR Corolla - POV Walkaround	POV語(題名)	https://www.youtube.com/watch?v=dBnfWn65nl8
8o4ZWIaazE8	20220401	620	The Bat Aur Ball	Top Class 152 Runs Inning in T20 ! Target 244 GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=8o4ZWIaazE8
84Nvo7xFNEo	20220401	1009	SEAN McLaren P	(362HP) The New 2022 Mercedes-AMG GT 43 4-Door POV Sunset Drive	POV語(題名)	https://www.youtube.com/watch?v=84Nvo7xFNEo
r302c7cvYug	20220401	368	MrBlack	GoPro Volta... Is it worth it???	POV語(題名)	https://www.youtube.com/watch?v=r302c7cvYug
Fdj-NrcR1KE	20220331	620	The Bat Aur Ball	Left And Right Hand Batter Combination Made The Day ! GoPro Cricket 1st Inning Highlights	POV語(題名)	https://www.youtube.com/watch?v=Fdj-NrcR1KE
ri5j_hBEjtI	20220331	606	Anthony Flores	"Leander Band 2021 ""A Long Strange Trip"" Lead Trumpet / Soloist Cam"	楽器×カメラ(題名)	https://www.youtube.com/watch?v=ri5j_hBEjtI
R4cg16Vy-bk	20220329	1571	TheTopher	2023 Mazda CX-50 2.5 Turbo Premium Plus - POV First Impressions	POV語(題名)	https://www.youtube.com/watch?v=R4cg16Vy-bk
DKWvWQFHz0s	20220329	438	MrBlack	GoPro Tips for Beginners	POV語(題名)	https://www.youtube.com/watch?v=DKWvWQFHz0s
qiQDVWZEHOs	20220327	673	Great Day For A Hike	HUGE KIT of 72 GOPRO ACCESSORIES | Compatible with HERO 9, 10, and 11	POV語(題名)	https://www.youtube.com/watch?v=qiQDVWZEHOs
IOep7DGEmp4	20220326	480	MrBlack	GoPro footage is it fake???? 🤔	POV語(題名)	https://www.youtube.com/watch?v=IOep7DGEmp4
b53DrP6tyAY	20220325	893	TheTopher	2022 Hyundai Santa Fe Hybrid Limited - POV Night/Winter Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=b53DrP6tyAY
aUcpkYLW2UE	20220324	777	JUN10R14	Time-Out for What??! vs. #1 team GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=aUcpkYLW2UE
pdo47vfRbgM	20220322	602	Matthias Lebo	GoPro Hero 10 ⎮ Best FOV setting for filming underwater	POV語(題名)	https://www.youtube.com/watch?v=pdo47vfRbgM
GPTX40CZZLs	20220322	557	FP Driving	1980 AUTODROM MACHINE - POV TEST DRIVE	POV語(題名)	https://www.youtube.com/watch?v=GPTX40CZZLs
n_Cbf88XEfE	20220320	1355	TheTopher	2022 Audi S3 - POV First Impressions (Winter Night Drive)	POV語(題名)	https://www.youtube.com/watch?v=n_Cbf88XEfE
C2g2kK4G_-s	20220320	1205	LIM-CS POV	FaZe ropz POV (25-7) Rating: 2.01 vs Vitality (DUST2) @ EPL S15 - 2022.03.19	POV語(題名)	https://www.youtube.com/watch?v=C2g2kK4G_-s
65NonKu8-1A	20220318	953	TheTopher	2000 Mercedes-Benz ML55 AMG - POV Introduction	POV語(題名)	https://www.youtube.com/watch?v=65NonKu8-1A
pXZY597XVuk	20220316	1156	TheTopher	2022 Hyundai Santa Cruz 2.5T Limited - POV First Impressions	POV語(題名)	https://www.youtube.com/watch?v=pXZY597XVuk
MqFgRz6fDGM	20220316	762	The Bat Aur Ball	Good Knock Against Leg Spinners ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=MqFgRz6fDGM
y216fHsMTVw	20220315	916	Matthias Lebo	GoPro Hero 10 vs Paralenz Vaquita | Part 2: Usability & handling	POV語(題名)	https://www.youtube.com/watch?v=y216fHsMTVw
gunmN85t8Nk	20220315	1868	Just Drive POV	2022 Volkswagen Golf 2 0TDI Prestige POV night drive	POV語(題名)	https://www.youtube.com/watch?v=gunmN85t8Nk
0WxLcR0FX6E	20220314	899	MrBlack	GoPro HYPERLAPSE challenge 🥇YOU choose the winner 🏆	POV語(題名)	https://www.youtube.com/watch?v=0WxLcR0FX6E
z20z9SeYgeY	20220312	3933	Motolaxin	Riding along Ocean Cliffs.  Relaxing POV 4K motorcycle ride (with music).	POV語(題名)	https://www.youtube.com/watch?v=z20z9SeYgeY
_R4ixFbbfqw	20220312	783	FP Driving	2007 Honda Civic 1.8 AMT - POV TEST DRIVE	POV語(題名)	https://www.youtube.com/watch?v=_R4ixFbbfqw
ooY1Jeet6Vo	20220311	1971	TheTopher	2022 Toyota 4Runner TRD Pro vs. 2006 V8 Toyota 4Runner w/246,000 Miles - POV Comparison	POV語(題名)	https://www.youtube.com/watch?v=ooY1Jeet6Vo
OZVKEeOL47Y	20220311	654	The Bat Aur Ball	Strong Team  भी बिखर गयी ! GoPro Wicket Keeper Helmet Cricket View ! Cricket Match Highlights	POV語(題名)	https://www.youtube.com/watch?v=OZVKEeOL47Y
HGvmoWBFN4Y	20220311	500	Great Day For A Hike	FIX GOPRO LENS DISTORTION with ONE CLICK in VideoProc Vlogger	POV語(題名)	https://www.youtube.com/watch?v=HGvmoWBFN4Y
aM55QIYBVrU	20220308	666	The Bat Aur Ball	1st Time Facing 130++ Bowling Speed ! Batsman Helmet Camera Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=aM55QIYBVrU
5tbUIWop_8c	20220307	788	The Bat Aur Ball	Unplayable Spin ! T20 Target 183 Cricket Highlights ! GoPro Cricket	POV語(題名)	https://www.youtube.com/watch?v=5tbUIWop_8c
IzwdPZDa5lM	20220305	484	The Bat Aur Ball	T20 Semi Final ! Target 181 ! GoPro Helmet Cam Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=IzwdPZDa5lM
ZBnO0u922Js	20220305	518	MrBlack	GoPro Subscription... feels like a SCAM... but is it? 🤷‍♂️	POV語(題名)	https://www.youtube.com/watch?v=ZBnO0u922Js
IJ9QchdNVdY	20220305	1101	Just Drive POV	2022 Genesis G90 3.5T-GDi AWD POV exterior and interior	POV語(題名)	https://www.youtube.com/watch?v=IJ9QchdNVdY
xD8zYp4B8U4	20220304	805	The Bat Aur Ball	Good Reply to Hard Sledging ! GoPro Helmet Camera Criket Highlights	POV語(題名)	https://www.youtube.com/watch?v=xD8zYp4B8U4
bfecmUBOeEk	20220303	952	The Bat Aur Ball	Spinner Wicket ! Difficult to Chase Low Score Target ! GoPro Camera Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=bfecmUBOeEk
bZERjpShNnU	20220302	745	TheTopher	2022 BMW M240i xDrive Coupe - POV Night Drive & Final Thoughts	POV語(題名)	https://www.youtube.com/watch?v=bZERjpShNnU
ANTkqXz4RZg	20220301	813	FP Driving	2019 Porsche 718 Boxster 2.0 AT - POV TEST DRIVE	POV語(題名)	https://www.youtube.com/watch?v=ANTkqXz4RZg
SKLysX21TvE	20220228	608	The Bat Aur Ball	Left Right Combination Make Team in Good Position ! GoPro Helmet Camera Cricket	POV語(題名)	https://www.youtube.com/watch?v=SKLysX21TvE
0s4a2TiN06w	20220228	515	MrBlack	GoPro Accessories that I always take with me! 💯	POV語(題名)	https://www.youtube.com/watch?v=0s4a2TiN06w
M_eMTv15Ifs	20220228	744	JUN10R14	X-Factor edition GoPro Hockey	POV語(題名)	https://www.youtube.com/watch?v=M_eMTv15Ifs
KHGdb9JrErY	20220224	2437	TheTopher	2022 Volkswagen Golf R (DSG) - POV First Impressions	POV語(題名)	https://www.youtube.com/watch?v=KHGdb9JrErY
xAE-nzbsfZk	20220223	609	The Bat Aur Ball	GoPro Batsman Helmet Camera Cricket View ! Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=xAE-nzbsfZk
140XDurJikM	20220222	621	The Bat Aur Ball	GoPro T20 Semi Final Cricket Match Highlights ! Wicket Keeper Helmet Cam View	POV語(題名)	https://www.youtube.com/watch?v=140XDurJikM
6T1DBMipzio	20220221	621	MrBlack	GOPRO Complaints & Questions... on the Facebook group	POV語(題名)	https://www.youtube.com/watch?v=6T1DBMipzio
dQDUUKZgsrA	20220218	2200	TheTopher	2022 Hyundai Elantra N (DCT) - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=dQDUUKZgsrA
SFaOsz9Bygg	20220218	526	The Bat Aur Ball	GoPro Wicket Keeper Helmet Camera Cricket Highlights ! T20 Target 218	POV語(題名)	https://www.youtube.com/watch?v=SFaOsz9Bygg
yDGaMXkJCCQ	20220216	630	The Bat Aur Ball	Century Knock by Himanshu ! Batsman Helmet Camera Cricket View	POV語(題名)	https://www.youtube.com/watch?v=yDGaMXkJCCQ
iNjKEzcfn4I	20220215	1924	TheTopher	2022 Honda Civic Si - An Excellent Daily Driver - POV Final Thoughts	POV語(題名)	https://www.youtube.com/watch?v=iNjKEzcfn4I
IYD80GOcQmI	20220214	343	Surfing With Noz	POV SURFING PERFECT RIGHTS! (RAW)	POV語(題名)	https://www.youtube.com/watch?v=IYD80GOcQmI
mOReSfEIJiA	20220213	917	Owen Clark	Coppell 2021 ‘Carousel’ Head Drum Major Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=mOReSfEIJiA
9StRpSfQDXM	20220212	496	The Bat Aur Ball	Importance of Strike Rotation in Middle Overs ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=9StRpSfQDXM
S93NcxurphI	20220212	670	TJ Chiello	Mandarins 2021 Tuba Headcam - TJ Chiello	POV語(題名)	https://www.youtube.com/watch?v=S93NcxurphI
IjuMtQbiuAI	20220212	2697	Motolaxin	Riding along mountain canyon roads near Estes Park.  Relaxing POV 4K motorcycle ride (with music).	POV語(題名)	https://www.youtube.com/watch?v=IjuMtQbiuAI
CZNfP_e0SP0	20220212	621	KleanCut	Music City 2021  Euphonium Headcam	POV語(題名)	https://www.youtube.com/watch?v=CZNfP_e0SP0
2oh2tLlFKhU	20220211	1566	LIM-CS POV	【CSGO POV】VP YEKINDAR (30-10) vs MR (ancient) @ ESL Chanllenger Feb 2022.02.11 | LIM-CSGO POV	POV語(題名)	https://www.youtube.com/watch?v=2oh2tLlFKhU
ZewI3GuDeVc	20220211	431	GoPro	GoPro: Top 10 Times We've Put the GoPro Through Hell	POV語(題名)	https://www.youtube.com/watch?v=ZewI3GuDeVc
4nhYruyZ-lE	20220210	509	The Bat Aur Ball	Power Hitting in Cricket ! Helmet Camera Target 150 Highlights	POV語(題名)	https://www.youtube.com/watch?v=4nhYruyZ-lE
0BwzZ53Ix8E	20220208	1225	TheTopher	2021 Jaguar F-PACE P400 R-Dynamic S - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=0BwzZ53Ix8E
tpr9oAL_81k	20220208	607	The Bat Aur Ball	Himanshu Batsman Helmet Camera POV ! T20 Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=tpr9oAL_81k
rh-oV3_fM5M	20220207	682	TheTopher	2021 Alfa Romeo Giulia Quadrifoglio - POV Quick Drive	POV語(題名)	https://www.youtube.com/watch?v=rh-oV3_fM5M
jHUCycutyV0	20220207	618	The Bat Aur Ball	GoPro Cricket Match Highlights ! Strong Opponent Team	POV語(題名)	https://www.youtube.com/watch?v=jHUCycutyV0
2S3ev_vqfYU	20220204	1411	TheTopher	2022 Honda Civic Si - POV Night Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=2S3ev_vqfYU
LxMc0Y8BOpI	20220204	618	The Bat Aur Ball	Half Century ! Batsman Helmet Camera Cricket View ! Gagan 62 Runs Highlights	POV語(題名)	https://www.youtube.com/watch?v=LxMc0Y8BOpI
4fpOcexDYuc	20220204	699	Jason Luttrell	WRHS 2021 - The Journey - Tuba Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=4fpOcexDYuc
x8btDE0CYAQ	20220203	554	Pratik Kadam	ARTIST POINT HIKE 4K | GoPro HERO10 | DJI mini 2 | Mt. Baker | North Cascades | Washington	POV語(題名)	https://www.youtube.com/watch?v=x8btDE0CYAQ
Z1DybOeqwlI	20220202	1323	TheTopher	2022 Volkswagen Taos vs. Mazda CX-30 - POV Comparison	POV語(題名)	https://www.youtube.com/watch?v=Z1DybOeqwlI
ZlWhw7Apaeg	20220131	1164	TheTopher	2021 Ford F-150 Tremor - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=ZlWhw7Apaeg
9vW8UdbykwM	20220131	496	The Bat Aur Ball	GoPro Batsman Helmet Camera Cricket ! Himanshu Half Century	POV語(題名)	https://www.youtube.com/watch?v=9vW8UdbykwM
iUIlkjkYzis	20220130	423	TUBERIDES	New Water Slides at Aquapark Nessebar | All New Rides POV	POV語(題名)	https://www.youtube.com/watch?v=iUIlkjkYzis
hW8LdZn_cv8	20220128	2095	Just Drive POV	2023 KIA Niro hybrid POV night drive	POV語(題名)	https://www.youtube.com/watch?v=hW8LdZn_cv8
f1pLs72cj0Q	20220125	510	The Bat Aur Ball	Left Arm Bowlers Magic ! Target Only 149 !  40 Overs Match ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=f1pLs72cj0Q
1p1i2179i2U	20220124	624	The Bat Aur Ball	Ansh Batsman Helmet Camera Cricket View ! 40 Overs Cricket Academy Match	POV語(題名)	https://www.youtube.com/watch?v=1p1i2179i2U
73RjM71rHj4	20220122	937	TheTopher	2021 Mini Countryman John Cooper Works - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=73RjM71rHj4
vSNOXD6M9K8	20220122	1103	FP Driving	2022 Volkswagen Touareg 3.0 TDI AT - POV TEST DRIVE	POV語(題名)	https://www.youtube.com/watch?v=vSNOXD6M9K8
bgILQgPvOW4	20220120	884	Erick Johnson	Boston Crusaders 2019 - 2nd Bari GoPro	POV語(題名)	https://www.youtube.com/watch?v=bgILQgPvOW4
dyt0hse7038	20220119	309	a decent cup of coffee	The Umbrella Academy POV Compilation that Five watch after his morning coffee	POV語(題名)	https://www.youtube.com/watch?v=dyt0hse7038
gefexXnJW4o	20220117	778	TheTopher	2022 Acura RDX A-Spec Advance Package - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=gefexXnJW4o
6Kfk1Folk0o	20220115	608	The Bat Aur Ball	Need 12 Runs From 6 Ball !  9 Wickets Down ! Thrilling Match Result ! GoPro Cricket Highlights	POV語(題名)	https://www.youtube.com/watch?v=6Kfk1Folk0o
R66vQIcD0BE	20220115	745	TUBERIDES	DreamWorks Water Park - All Waterslides POV | America's Largest Indoor Waterpark	POV語(題名)	https://www.youtube.com/watch?v=R66vQIcD0BE
